"","colid","colname","colpop"
"2682","2oAKV8mT3NB1hZbGbGcdYB","Howe Gelb","35"
"2683","3dmSPhg0tdao8ePj4pySJ5","Tindersticks","45"
"2684","4W1poTLCG6XjhBUVehcaMB","Mark Eitzel","31"
"2685","3uQ5cxFHxXddqPL58egs1z","Songs: Ohia","49"
"2686","0qt6QSruHshcWT9QOzyfZp","Mark Kozelek","45"
"2687","7EFfGZiKL1Ud3cspnlMq4H","Vic Chesnutt","33"
"2688","4G0XDEk7RbA4BBCTs917U9","Sun Kil Moon","52"
"2689","2zTCLiQ8OUIWEyV6eZWzFy","Richmond Fontaine","31"
"2690","2iUVQjheBnvOt8vaBrxXJz","Cass McCombs","58"
"2691","0wz0jO9anccPzH04N7FLBH","Low","49"
"2692","1OmdWpAh1pucAuZPzJaxIJ","Calexico","50"
"2693","3iexGtoBAyCUbxOKeru5py","William Tyler","39"
"2694","79JJCxCCfJ8HufX6w8q2k4","Damien Jurado","58"
"2695","22ojy4H4ZVpowC4lRRC8In","Destroyer","49"
"2696","3W4xM5XYtUp4ifYYPVKVdk","Grandaddy","53"
"2697","7xwppARWdjgnJSKLhbGzFc","Ryley Walker","43"
"2698","37eqxl8DyLd5sQN54wYJbE","Hiss Golden Messenger","50"
"2699","2GATzeg62cr6sH29wSOVWe","Red House Painters","43"
"2700","6RWjTQqILL7a1tQ0VapyLK","The Magnetic Fields","56"
"2701","37uLId6Z5ZXCx19vuruvv5","Hot Chip","63"
"2702","166Dz1GX3xonSQ3Z6CQW26","The Rapture","54"
"2703","1mmehjf7eHA10uHMisZGJg","!!!","54"
"2704","4EENT7N7rCBwrddM3s0vFS","Cut Copy","55"
"2705","3HJIB8sYPyxrFGuwvKXSLR","TV On The Radio","61"
"2706","4kwxTgCKMipBKhSnEstNKj","Animal Collective","59"
"2707","2Vhc7Y0Kc6HzMC6glKM4h6","Holy Ghost!","51"
"2708","57anmI1X2hXWPrNagFdzZr","YACHT","50"
"2709","1jSaZgaKHmgc7VTgML528r","Clap Your Hands Say Yeah","52"
"2710","38zTZcuN7nFvVJ6auhc6V3","Deerhunter","57"
"2711","7lOJ7WXyopaxri0dbOiZkd","Broken Social Scene","59"
"2712","04HvbIwBccFmRie5ATX4ft","Yeasayer","54"
"2713","2Jv5eshHtLycR6R8KQCdc4","Grizzly Bear","66"
"2714","5VF0YkVLeVD4ytyiyVSIiF","Dirty Projectors","58"
"2715","4aEnNH9PuU1HF3TsZTru54","Caribou","60"
"2716","1R84VlXnFFULOsWWV8IrCQ","Panda Bear","55"
"2717","1WHoAjAWGx5qLsgzpaOk7W","Hercules & Love Affair","55"
"2718","5xeBMeW0YzWIXSVzAxhM8O","of Montreal","56"
"2719","3C8RpaI3Go0yFF9whvKoED","The Avalanches","60"
"2720","2WcCoPxAWFNSCvsFPrpf30","Japandroids","52"
"2721","3csPCeXsj2wezyvkRFzvmV","Orbital","50"
"2722","2YzUXecwzcOdlJsnpnJfkJ","Fluke","39"
"2723","1PXHzxRDiLnjqNrRn2Xbsa","Underworld","57"
"2724","5HAtRoEPUvGSA7ziTGB1cF","The Orb","45"
"2725","2qhmNI4ZHPpeDutdg473Z3","The Future Sound Of London","44"
"2726","7hFdUW64G4iU1tz46ITRfN","808 State","44"
"2727","5aj3LEYRbuaabjjHkj5oE1","Death In Vegas","50"
"2728","3Z7thZHrtFvqp8OpPffPKp","Propellerheads","39"
"2729","5uh8Bhewltd8j0TLZjNImc","Lemon Jelly","49"
"2730","1k8VBufn1nBs8LN9n4snc8","Stereo MC's","48"
"2731","37f9cjf8Ic4t7vYNRYAzI7","Apollo 440","44"
"2732","2hrrhKOVsxoCIZb9H4ZBCZ","Dreadzone","39"
"2733","67tgMwUfnmqzYsNAtnP6YJ","Groove Armada","59"
"2734","2nszamLjZFgu3Yx77mKxuC","UNKLE","53"
"2735","5E704N5StxMVKpalhaJ5L3","The Shamen","37"
"2736","2SYqJ3uDLLXZNyZdLKBy4M","Goldie","40"
"2737","5wnhqlZzXIq8aO9awQO2ND","Coldcut","43"
"2738","5UjqeSp9dX6Nrge7WdDukr","Roni Size","40"
"2739","1GhPHrq36VKCY3ucVaZCfo","The Chemical Brothers","64"
"2740","3wury2nd8idV4GecUg5xze","Primal Scream","57"
"2741","2UazAtjfzqBF0Nho2awK4z","Stone Temple Pilots","68"
"2742","7CHilrn81OdYjkh4uSVnYM","Velvet Revolver","56"
"2743","5GtMEZEeFFsuHY8ad4kOxv","Seal","65"
"2744","6J7biCazzYhU3gM9j1wfid","Jamiroquai","71"
"2745","1fa0cOhromAZdq2xRA4vv8","Simply Red","67"
"2746","1JpHKf8Ztyd8HXU8p6m9cc","Terence Trent D'Arby","55"
"2747","1eClJfHLoDI4rZe5HxzBFv","INXS","66"
"2748","5krkohEVJYw0qoB5VWwxaC","The Black Crowes","59"
"2749","1tqZaCwM57UFKjWoYwMLrw","The Cardigans","64"
"2750","6S0GHTqz5sxK5f9HtLXn9q","Garbage","61"
"2751","0XHiH53dHrvbwfjYM7en7I","Chris Cornell","72"
"2752","4TKTii6gnOnUXQHyuo9JaD","Sheryl Crow","66"
"2753","3d2pb1dHTm8b61zAGVUVvO","Mick Jagger","53"
"2754","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","76"
"2755","4e5V1Q2dKCzbLVMQ8qbTn6","Collective Soul","60"
"2756","2Rc3Tb5XUPF1YlnQwuPgjg","Illya Kuryaki & The Valderramas","55"
"2757","0cQbJU1aAzvbEmTuljWLlF","No Doubt","68"
"2758","6GbCJZrI318Ybm8mY36Of5","Faith No More","63"
"2759","6GI52t8N5F02MxU0g5U69P","Santana","71"
"2760","1ZVoRDO29AlDXiMkRLMZSK","La Ley","64"
"2761","6zpPKMhpOoG646kJgZ7RKf","Johnny Hates Jazz","51"
"2762","6loBF9iQdE11WSX29fNKqY","Howard Jones","52"
"2763","7kCL98rPFsNKjAHDmWrMac","Nik Kershaw","52"
"2764","2urZrEdsq72kx0UzfYN8Yv","Spandau Ballet","63"
"2765","2s79xe5F6eUQkjwjww27Fh","ABC","53"
"2766","7bKupnlF7XOfR1En3K8oAL","Go West","53"
"2767","6rqU9HQ57NYGBnBzbrY3a4","Paul Young","57"
"2768","5jVeqi3PNaTOajfvBa4uFn","Thompson Twins","57"
"2769","0WUphJOGHE5i95IeR87hsO","China Crisis","44"
"2770","20p5D2KrE8CGuOjHtxsyTp","Fine Young Cannibals","59"
"2771","0ZGAYur5k4gJprOffC6LkP","Curiosity Killed The Cat","33"
"2772","5PYuBRQMHh7nWmdV076sH9","Heaven 17","46"
"2773","1aX2dmV8XoHYCOQRxjPESG","The Human League","62"
"2774","06tPmk0aHzCFK0T96YzXnN","The Blow Monkeys","41"
"2775","6kz53iCdBSqhQCZ21CoLcc","Culture Club","63"
"2776","6Zh3xrWlA0SA9Fsfj9AVwm","Wang Chung","51"
"2777","1mZu3rO7qSD09GdDpePHhY","Frankie Goes To Hollywood","58"
"2778","59luKpdal8UwxcuLJNoKwS","Scritti Politti","38"
"2779","0s0rOb0gT2S9N0SDcjtPC4","Alison Moyet","51"
"2780","4phr5rAgWhcZtWJu8w8lKv","Swing Out Sister","45"
"2781","5vBKu1igxFo6g1sHADkIdg","Kate Nash","58"
"2782","3EBRANWwnViQuBrImN61Z1","Pixie Lott","61"
"2783","5MmVJVhhYKQ86izuGHzJYA","MIKA","68"
"2784","4fwuXg6XQHfdlOdmw36OHa","Paloma Faith","63"
"2785","37NqXwtb6nIEqRt4EJSoIO","Duffy","61"
"2786","6CwfuxIqcltXDGjfZsMd9A","Marina and the Diamonds","70"
"2787","14L5rpGTLVUz1pD8fUeJB1","Eliza Doolittle","65"
"2788","2wvUfjKGoXvcnDHq7GgMOa","The Ting Tings","55"
"2789","7o95ZoZt5ZYn31e9z1Hc0a","Natasha Bedingfield","68"
"2790","12EtLdLfJ41vUOoVzPZIUy","Girls Aloud","57"
"2791","7rZNSLWMjTbwdLNskFbzFf","Sugababes","59"
"2792","2jw70GZXlAI8QzWeY2bgRc","Nelly Furtado","72"
"2793","4yiQZ8tQPux8cPriYMWUFP","Gwen Stefani","76"
"2794","3K2zB87GZv1krx031en5VA","La Roux","59"
"2795","3Y10boYzeuFCJ4Qgp53w6o","Scissor Sisters","60"
"2796","6wdvERzX4CUCOXu6hSS95x","Natalia Kills","55"
"2797","5zzrJD2jXrE9dZ1AklRFcL","KT Tunstall","58"
"2798","2cBh5lVMg222FFuRU7EfDE","Sophie Ellis-Bextor","56"
"2799","4RVnAU35WRWra6OZ3CbbMA","Kylie Minogue","66"
"2800","15qI5w4XJFLRMwOp2VrlD5","The Saturdays","60"
"2801","4RddZ3iHvSpGV4dvATac9X","Papa Roach","77"
"2802","6KO6G41BBLTDNYOLefWTMU","P.O.D.","65"
"2803","165ZgPlLkK7bf5bDoFc6Sb","Limp Bizkit","73"
"2804","5BtHciL0e0zOP7prIHn3pP","Breaking Benjamin","74"
"2805","2MqhkhX4npxDZ62ObR5ELO","Hoobastank","66"
"2806","49bzE5vRBRIota4qeHtQM8","Skillet","75"
"2807","0CEFCo8288kQU7mJi25s6E","Hollywood Undead","72"
"2808","5KDIH2gF0VpelTqyQS7udb","Staind","68"
"2809","2RTUTCvo6onsAnheUk3aL9","3 Doors Down","73"
"2810","2xiIXseIJcq3nG7C8fHeBj","Three Days Grace","76"
"2811","0RqtSIYZmd4fiBKVFqyIqD","Thirty Seconds To Mars","71"
"2812","5nGIFgo0shDenQYSE0Sn7c","Evanescence","72"
"2813","1UdQqCUR7RwB9YYJONwbdM","Trapt","63"
"2814","5eAWCfyUhZtHHtBdNk56l1","System Of A Down","79"
"2815","3RNrq3jvMZxD9ZyoOZbQOD","Korn","75"
"2816","7rqJQQxuUOCk052MK5kLsH","Imminence","43"
"2817","70BYFdaZbEKbeauJ670ysI","Shinedown","73"
"2818","05fG473iIaoy82BF1aGhL8","Slipknot","77"
"2819","6B5c4sch27tWHAGdarpPaW","Seether","72"
"2820","0qT79UgT5tY4yudH9VfsdT","Sum 41","72"
"2821","2MqhkhX4npxDZ62ObR5ELO","Hoobastank","66"
"2822","6XyY86QOPPrYVGvF9ch6wz","Linkin Park","87"
"2823","0KDuKk6YdEu3hR56HtXmxt","Story Of The Year","56"
"2824","4RddZ3iHvSpGV4dvATac9X","Papa Roach","77"
"2825","2xiIXseIJcq3nG7C8fHeBj","Three Days Grace","76"
"2826","5BtHciL0e0zOP7prIHn3pP","Breaking Benjamin","74"
"2827","1UdQqCUR7RwB9YYJONwbdM","Trapt","63"
"2828","1SImpQO0GbjRgvlwCcCtFo","The Red Jumpsuit Apparatus","64"
"2829","6TZdvF1kFzwnQLgHQynzsO","Alien Ant Farm","61"
"2830","7FBcuc1gsnv6Y1nwFtNRCb","My Chemical Romance","77"
"2831","5KDIH2gF0VpelTqyQS7udb","Staind","68"
"2832","43QrUqvhiL71U9A9gJtAfA","Madina Lake","43"
"2833","08yf5A2nS4XEeNvabDXqyg","Billy Talent","67"
"2834","1KEUVZo7CMTSJoM8doulOT","Smile Empty Soul","56"
"2835","2RTUTCvo6onsAnheUk3aL9","3 Doors Down","73"
"2836","4IliztYDlfMvzQzbx50o60","Flyleaf","63"
"2837","6deZN1bslXzeGvOLaLMOIF","Nickelback","77"
"2838","7iWiAD5LLKyiox2grgfmUT","Bullet For My Valentine","71"
"2839","126FigDBtqwS2YsOYMTPQe","Hawthorne Heights","55"
"2840","7qAcXJgt1PWnxwUgxMdyuk","Sick Puppies","62"
"2841","2jL1PBvL0gBZBPk6B38p3z","Tift Merritt","47"
"2842","2UDplVRprMbazU74Hq8OLl","The Jayhawks","47"
"2843","7AhDVqsNA5q46WKsRPXvoe","Son Volt","47"
"2844","1Cc79YAHP7xvQAVQSjveP6","Alejandro Escovedo","40"
"2845","2Plkkomsc4DKawkCioLKjc","Uncle Tupelo","45"
"2846","4SK1IgkcWWc5HC1TOBq1VS","Mary Gauthier","35"
"2847","2H5elA2mJKrHmqkN9GSfkz","Gillian Welch","56"
"2848","7x4So74vIUx3DaLk93JCFf","Kathleen Edwards","43"
"2849","3CYSRCHfilgR8DSbkCMp5j","Cowboy Junkies","47"
"2850","6RwBVkrxTbbtS4bwxYQXcp","Buddy Miller","37"
"2851","7tNLRmiAN8hpmFrbIHiHsy","Patty Griffin","48"
"2852","0Ekfvspc0hlcxdfJJVjcnq","Guy Clark","50"
"2853","3NPZs8XgXtaWslUcnIw6rY","Iris DeMent","42"
"2854","2UBTfUoLI07iRqGeUrwhZh","Steve Earle","58"
"2855","0zlJDQgqnr9AocrH9gs1Es","Lyle Lovett","51"
"2856","0tyLMmQvEuyQR4qjGBdbem","Whiskeytown","46"
"2857","4QIJ2i8I6urte2scKgkVoY","Rodney Crowell","49"
"2858","6lx6XS8umFqYRVbBErx9fE","Rosanne Cash","47"
"2859","4Sld5LOPbAm1QSq9U32fFV","John Hiatt","50"
"2860","0nJUwPwC9Ti4vvuJ0q3MfT","John Prine","59"
"2861","2jS7I1u7BpgWT9ssG62Zr1","Lisa Stansfield","56"
"2862","6G7PZ5QfWCPDMxTJ48vYwG","Dina Carroll","35"
"2863","2u0gw0uCWBMiqV7h0N8kai","Wet Wet Wet","53"
"2864","6tsRo8ErXzpHk3tQeH6GBW","Black Box","48"
"2865","3tnTlR2MCaYNQqV3v1908x","Heather Small","36"
"2866","0s0rOb0gT2S9N0SDcjtPC4","Alison Moyet","51"
"2867","6edGSAX5dVpeJVwu1Q0NwJ","Lighthouse Family","57"
"2868","5JsdVATHNPE0XdMFMRoSuf","Texas","59"
"2869","1fa0cOhromAZdq2xRA4vv8","Simply Red","67"
"2870","7zYGAXxAaq15C9eM29M8Fj","Eternal","44"
"2871","3sc7iUG1Wwpwx7bHeZolgx","Bananarama","59"
"2872","2sIx6SmAMw9IBySG3Uj0jf","Soul II Soul","50"
"2873","4fomCZiFUMX73KJ0YQ0V90","The Beautiful South","55"
"2874","3PUzVXdNnsJGPDTIU7xvqu","Livin' Joy","45"
"2875","2U6gqwyl9F33YxawnFrZG7","Will Young","51"
"2876","73ZPfpfg1LBVvDEArK4l5B","Des'ree","55"
"2877","20p5D2KrE8CGuOjHtxsyTp","Fine Young Cannibals","59"
"2878","6zpPKMhpOoG646kJgZ7RKf","Johnny Hates Jazz","51"
"2879","7bKupnlF7XOfR1En3K8oAL","Go West","53"
"2880","1cK2Abwkni7m51wJCSGllN","Ultra Nate","47"
"2881","6Jrxnp0JgqmeUX1veU591p","Santigold","64"
"2882","0S05AeePINj4CeTVMfysIu","Rye Rye","49"
"2883","134GdR5tUtxJrf8cpsfpyY","Elliphant","67"
"2884","7gRhy3MIPHQo5CXYfWaw9I","Azealia Banks","60"
"2885","1gkSl4XpHIHI4I1WQbfXOE","Peaches","51"
"2886","36ikBJX6oQWWlgrXCock30","Lady Sovereign","40"
"2887","0IF46mUS8NXjgHabxk2MCM","Kelis","66"
"2888","738wLrAtLtCtFOLvQBXOXp","Major Lazer","88"
"2889","3K2zB87GZv1krx031en5VA","La Roux","59"
"2890","6ueGR6SWhUJfvEhqkvMsVs","Janelle Monáe","67"
"2891","5BKsn7SCN2XmbF7apdCpRS","Goldfrapp","60"
"2892","0ucLPotcQNI7AViFytdhBz","Ladytron","50"
"2893","6UE7nl9mha6s8z0wFQFIZ2","Robyn","64"
"2894","0WbqAlM1WvfUD6dF7omThd","Yelle","53"
"2895","4yiQZ8tQPux8cPriYMWUFP","Gwen Stefani","76"
"2896","3hv9jJF3adDNsBSIQDqcjp","Mark Ronson","74"
"2897","0bdfiayQAKewqEvaU6rXCv","MØ","84"
"2898","13saZpZnCDWOI9D4IJhp1f","Lily Allen","71"
"2899","5fMUXHkw8R8eOP2RNVYEZX","Diplo","78"
"2900","25uiPmTg16RbhZWAqwLBy5","Charli XCX","75"
"2901","4wyNyxs74Ux8UIDopNjIai","King Krule","59"
"2902","41SQP16hv1TioVYqdckmxT","Real Estate","65"
"2903","55LHFEtIplWhsfyWZUwkf4","Foxygen","59"
"2904","4liUQpCxxhjGMgc33K81Fw","Potty Mouth","28"
"2905","5gspAQIAH8nJUrMYgXjCJ2","Kurt Vile","61"
"2906","1bwUhKRmEkOZ1wuTnV9XjC","Beach Fossils","63"
"2907","1LeVJ5GPeYDOVUjxx1y7Rp","Unknown Mortal Orchestra","64"
"2908","5H0YoDsPDi9fObFmJtTjfN","Ariel Pink","55"
"2909","5H0YoDsPDi9fObFmJtTjfN","Ariel Pink","55"
"2910","247AfC9pLuqwgpH8Mo96oA","Connan Mockasin","51"
"2911","1S0vL284jxZYKtZQ2jsQ2X","Melody's Echo Chamber","52"
"2912","5INjqkS1o8h1imAzPqGZBb","Tame Impala","76"
"2913","4R073T3AVJKqAsbzLmLW9u","John Maus","48"
"2914","58XGUNsRNu3cVOIOYk5chx","Ty Segall","54"
"2915","4OrizGCKhOrW6iDDJHN9xd","DIIV","58"
"2916","3AmgGrYHXqgbmZ2yKoIVzO","Warpaint","61"
"2917","3kGhAL9j1WyNjNkWTRQd8T","Atlas Sound","43"
"2918","4o1mf6VhPYeSoQkMcfB0HG","Lotus Plaza","31"
"2919","3qYfqdVwX0fil71onLpLkh","Thee Oh Sees","50"
"2920","5gH9MJvoI7pN9bohESzYaA","White Fence","37"
"2921","5R3Hr2cnCCjt220Jmt2xLf","Dillon Francis","71"
"2922","540vIaP2JwjQb9dm3aArA4","DJ Snake","84"
"2923","4sTQVOfp9vEMCemLw50sbu","Galantis","81"
"2924","77AiFEVeAVj2ORpC85QVJs","Steve Aoki","78"
"2925","6VD4UEUPvtsemqD3mmTqCR","Deorro","75"
"2926","7DMveApC7UnC2NPfPvlHSU","Cheat Codes","88"
"2927","1bj5GrcLom5gZFF5t949Xl","Martin Solveig","75"
"2928","5fMUXHkw8R8eOP2RNVYEZX","Diplo","78"
"2929","4D75GcNG95ebPtNvoNVXhz","Afrojack","76"
"2930","6cEuCEZu7PAE9ZSzLLc2oQ","R3hab","78"
"2931","1HxJeLhIuegM3KgvPn8sTa","Jack Ü","72"
"2932","47z7ZrgFoBvVpCnElCE3Zh","Yellow Claw","76"
"2933","4AVFqumd2ogHFlRbKIjp1t","Alesso","77"
"2934","1LOB7jTeEV14pHai6EXSzF","Cash Cash","72"
"2935","1IELhvOMg5VQlU7syRm6CS","CAZZETTE","67"
"2936","1HBjj22wzbscIZ9sEb5dyf","Jonas Blue","84"
"2937","3t5xRXzsuZmMDkQzgOX35S","Robin Schulz","83"
"2938","1l2ekx5skC4gJH8djERwh1","Don Diablo","74"
"2939","2XnBwblw31dfGnspMIwgWz","Axwell /\ Ingrosso","77"
"2940","7CajNmpbOovFoOoasH2HaY","Calvin Harris","90"
"2941","0sHeX8oQ6o7xic3wMf4NBU","Supergrass","59"
"2942","5vIOGcdmx1eIkq3ZtuS12U","Ocean Colour Scene","53"
"2943","5fScAXreYFnuqwOgBsJgSd","The Charlatans","56"
"2944","2evydP72Z45DouM4uMGsIE","Ash","49"
"2945","3iejrAcqxYoVgyxp6zkWgs","Shed Seven","44"
"2946","0LVrQUinPUBFvVD5pLqmWY","Doves","53"
"2947","7rqRuB0wgUaStDN73PlV4U","Mansun","38"
"2948","0vBDEQ1aLZpe4zgn2fPH6Z","Cast","45"
"2949","1HGTHrRQkw0BtevSo1jucU","Richard Ashcroft","53"
"2950","0qLNsNKm8bQcMoRFkR8Hmh","James","60"
"2951","66nOkPJTFgK25NMmojG04V","The Bluetones","43"
"2952","21UJ7PRWb3Etgsu99f8yo8","Stereophonics","65"
"2953","7MhMgCo0Bl0Kukl93PZbYS","Blur","70"
"2954","6PHIK3kjWggLtVygsOtpqS","Suede","53"
"2955","36E7oYfz3LLRto6l2WmDcD","Pulp","61"
"2956","3s398TKZNahAURRacx7oIT","Ian Brown","49"
"2957","6bGcpvHbRHg8s0wiNyIZK1","Kula Shaker","47"
"2958","74K7bX12L8GBAWvPuyIgJ7","Embrace","47"
"2959","2cGwlqi3k18jFpUyTrsR84","The Verve","68"
"2960","3wury2nd8idV4GecUg5xze","Primal Scream","57"
"2961","6jq7GptAwkoFiunDhZYqQ2","Mano Negra","50"
"2962","4Pi85oI4dmppSqROLj7rgy","Todos Tus Muertos","48"
"2963","2FS22haX3FYbyOsUAkuYqZ","Los Fabulosos Cadillacs","69"
"2964","3MqjsWDLhq8SyY6N3PE8yW","Aterciopelados","56"
"2965","2Rc3Tb5XUPF1YlnQwuPgjg","Illya Kuryaki & The Valderramas","55"
"2966","7FnZWGw9lwOr7WzieTKEPR","Los Pericos","62"
"2967","2gKYxTUOqw9aPt7ljMwSHT","Orishas","60"
"2968","0W1EfnztQTHuv03MuMzWPe","Nonpalidece","58"
"2969","6FaSJ1FXpb5QxKu77LPiZr","Sergent Garcia","39"
"2970","1xOtUH3e7hrO0nJesm68Ea","Salon Victoria","50"
"2971","5n9bMYfz9qss2VOW89EVs2","Bomba Estéreo","61"
"2972","2ST5XwWB4uXGKk2NXP8DUI","Los Cafres","65"
"2973","7l2wptrNdI4wEHxTlWa6SS","Fidel Nadal","51"
"2974","3cBb4A9AZeZhcq781P3wCZ","Onda Vaga","57"
"2975","3q1NXsv9XypOUCJfEatXH9","Pescado Rabioso","53"
"2976","6MxyNXnnmwQwdW2PD0gXYO","Bersuit Vergarabat","61"
"2977","70XauTb6oEJbXxFoH6wY9F","Dancing Mood","47"
"2978","1bZNv4q3OxYq7mmnLha7Tu","Fito Páez","65"
"2979","7qjoG7bwhAjSd7nJTcjgAk","Kevin Johansen","61"
"2980","6ZIgPKHzpcswB8zh7sRIhx","Divididos","60"
"2981","6hhA8TKRNryM8FNzqCqdDO","Tricky","53"
"2982","6liAMWkVf5LH7YR9yfFy1Y","Portishead","62"
"2983","6bWxFw65IEJzBYjx3SxUXd","Morcheeba","60"
"2984","1EJWNhiYbOyeUHbsS7Kp1P","Sneaker Pimps","50"
"2985","5EP020iZcwBqHRnJftibXX","Hooverphonic","54"
"2986","2nszamLjZFgu3Yx77mKxuC","UNKLE","53"
"2987","1P6U1dCeHxPui5pIrGmndZ","Air","64"
"2988","14H7ag1wpQOsPPQJOD6Dqr","Zero 7","60"
"2989","4tNxq9NGKTKaX8OkZBLgf0","Nightmares On Wax","59"
"2990","67tgMwUfnmqzYsNAtnP6YJ","Groove Armada","59"
"2991","25KNo5GDS6ZpLkjasaecA3","Thievery Corporation","64"
"2992","4aaBjq7VqqQvpSF69GglvO","Moloko","54"
"2993","1Q776wzj2mrtXrNu3iH6nk","Archive","49"
"2994","1GhPHrq36VKCY3ucVaZCfo","The Chemical Brothers","64"
"2995","5CE2IfdYZEQGIDsfiRm8SI","DJ Shadow","63"
"2996","3aKCo8gLJfuPYtr88aWKjF","Télépopmusik","55"
"2997","5BKsn7SCN2XmbF7apdCpRS","Goldfrapp","60"
"2998","1PXHzxRDiLnjqNrRn2Xbsa","Underworld","57"
"2999","5aj3LEYRbuaabjjHkj5oE1","Death In Vegas","50"
"3000","5nPOO9iTcrs9k6yFffPxjH","Röyksopp","64"
"3001","6DKmuXxXASTF6xaJwcTfjv","Spiritualized","50"
"3002","0FOcXqJgJ1oq9XfzYTDZmZ","Super Furry Animals","44"
"3003","64tVHZVSAZhDEiOJxnb6hE","Sparklehorse","49"
"3004","3W4xM5XYtUp4ifYYPVKVdk","Grandaddy","53"
"3005","5hAhrnb0Ch4ODwWu4tsbpi","Yo La Tengo","61"
"3006","2Sp19cOHSqAUlE64hekARW","Teenage Fanclub","47"
"3007","6guTJsgPymDUVfqDJyz5UG","Galaxie 500","48"
"3008","2LMR8u7DOMF0FBseDpTsRa","The Beta Band","44"
"3009","3Rj0tDHoX7C5NFq5DKIpHt","Stereolab","52"
"3010","6UYwzZChuolxsylHcZcBBP","The Boo Radleys","37"
"3011","2GATzeg62cr6sH29wSOVWe","Red House Painters","43"
"3012","2wrhBKGC3DTNNNDRJPaxW6","Sebadoh","41"
"3013","0WPY9nnBy01s5QOt4o4oQX","Ride","49"
"3014","0wz0jO9anccPzH04N7FLBH","Low","49"
"3015","4oV5EVJ0XFWsJKoOvdRPvl","Guided By Voices","51"
"3016","3inCNiUr4R6XQ3W43s9Aqi","Pavement","58"
"3017","3dmSPhg0tdao8ePj4pySJ5","Tindersticks","45"
"3018","4jSYHcSo85heWskYvAULio","Mojave 3","36"
"3019","4tyCvqG48h4LdcbFfWBjR9","The Wedding Present","40"
"3020","16eRpMNXSQ15wuJoeqguaB","The Flaming Lips","61"
"3021","1Yox196W7bzVNZI7RBaPnf","Megadeth","69"
"3022","1IQ2e1buppatiN1bxUVkrk","Slayer","66"
"3023","3JysSUOyfVs1UQ0UaESheP","Anthrax","58"
"3024","14pVkFUHDL207LzLHtSA18","Pantera","69"
"3025","28hJdGN1Awf7u3ifk2lVkg","Testament","56"
"3026","1DFr97A9HnbV3SKTJFu62M","Motörhead","67"
"3027","0lVlNsuGaOr9vMHCZIAKMt","Machine Head","61"
"3028","6JW8wliOEwaDZ231ZY7cf4","Sepultura","60"
"3029","3WPKDlucMsXH6FC1XaclZC","Suicidal Tendencies","54"
"3030","6mdiAmATAx73kdxrNrnlao","Iron Maiden","74"
"3031","34c4iQ5tkaZKu6Sv28BTde","Danzig","57"
"3032","76S65NHJHrNy4JTrXHP2BH","Exodus","49"
"3033","0NmYchKQ8JIR9QHYJA0FRe","Overkill","49"
"3034","0nmQIMXWTXfhgOBdNzhGOs","Avenged Sevenfold","77"
"3035","0W8edGiwAsv6HXF0Kyc2V9","Mercyful Fate","44"
"3036","71vVmHeNgCVSa5SVmfvscU","Saxon","53"
"3037","6ZLTlhejhndI4Rh53vYhrY","Ozzy Osbourne","70"
"3038","05fG473iIaoy82BF1aGhL8","Slipknot","77"
"3039","2d0hyoQ5ynDBnkvAbJKORj","Rage Against The Machine","73"
"3040","6gZq1Q6bdOxsUPUG1TaFbF","Godsmack","68"
"3041","3iUjRVvYCsMfz7tuAQtBDI","Ultravox","54"
"3042","0WUphJOGHE5i95IeR87hsO","China Crisis","44"
"3043","6loBF9iQdE11WSX29fNKqY","Howard Jones","52"
"3044","5PYuBRQMHh7nWmdV076sH9","Heaven 17","46"
"3045","0EPf9vAXPdFV5Ezp1sMX8B","Visage","45"
"3046","7kCL98rPFsNKjAHDmWrMac","Nik Kershaw","52"
"3047","2s79xe5F6eUQkjwjww27Fh","ABC","53"
"3048","3LtBdgNHdH0Ix8hCFZ4NJG","Blancmange","39"
"3049","1aX2dmV8XoHYCOQRxjPESG","The Human League","62"
"3050","5jVeqi3PNaTOajfvBa4uFn","Thompson Twins","57"
"3051","40PsC6cWe7ZQdOUTqF5JgD","Classix Nouveaux","25"
"3052","7wJ9NwdRWtN92NunmXuwBk","Orchestral Manoeuvres In The Dark","59"
"3053","2wpWOzQE5TpA0dVnh5YD08","Bronski Beat","53"
"3054","28yIUgPYZqgJoNZjeBvrHn","Propaganda","43"
"3055","7vPXrGlSGukcwpaPxUfKKR","Japan","44"
"3056","5KQMtyPE8DCQNUzoNqlEsE","Gary Numan","52"
"3057","36pk438TUUMdX59j1zbvTu","John Foxx","52"
"3058","2urZrEdsq72kx0UzfYN8Yv","Spandau Ballet","63"
"3059","6hN9F0iuULZYWXppob22Aj","Simple Minds","66"
"3060","0uAjBatvB4ubpd4kCfjmNt","A Flock Of Seagulls","58"
"3061","1GhPHrq36VKCY3ucVaZCfo","The Chemical Brothers","64"
"3062","5T4UKHhr4HGIC0VzdZQtAE","Faithless","59"
"3063","6FXMGgJwohJLUSr5nVlf9X","Massive Attack","66"
"3064","1PXHzxRDiLnjqNrRn2Xbsa","Underworld","57"
"3065","67tgMwUfnmqzYsNAtnP6YJ","Groove Armada","59"
"3066","5nPOO9iTcrs9k6yFffPxjH","Röyksopp","64"
